what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985074645
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985075360
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331985075586
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1331985079973
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985082250
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331985082570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331985086977
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331985087582
error,log,,,"Failed to execute ResourceManager.IResouceListener.fileChanged()",1331985087697
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985089543
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1331985091469
activated,view,com.android.ide.eclipse.ddms,15.0.0.v201110251216-213216,"com.android.ide.eclipse.ddms.views.LogCatView",1331985095921
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985327581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985350081
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985367516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985370751
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985396472
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331985396594
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985399577
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985402040
error,log,,,"Failed to load properties file for project 'TestTargetWithFragmentTest'",1331985426535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985426777
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1331985427249
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331985443456
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331985450410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985453233
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331985467193
