what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983488390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331983491082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331983491689
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331983492324
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983492965
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983493959
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331983494192
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331983494308
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1331983494318
error,log,,,"Failed to execute ResourceManager.IResouceListener.fileChanged()",1331983494371
error,log,,,"problem with reconciling",1331983494421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331983494455
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331983498952
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.xml.XmlEditor",1331983499109
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983510162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983538476
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331983540917
opened,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1331983542463
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1331983542551
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331983542616
activated,editor,com.android.ide.eclipse.adt,15.0.0.v201110251216-213216,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1331983544040
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331983545671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331983550361
error,log,,,"Failed to execute ResourceManager.IResouceListener.fileChanged()",1331983550480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331983552734
error,log,,,"Failed to execute ResourceManager.IResouceListener.fileChanged()",1331983552840
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331983555086
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1331983562393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983562481
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983564872
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983565077
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331983566770
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331983568207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331983574443
