what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331987130910
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331987132413
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987135560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987161441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1331987161613
executed,command,,,"com.android.ide.eclipse.adt.junit.launchShortcut.run",1331987166801
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1331987172037
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331987173824
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1331987177468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987189219
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987240602
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331987246003
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331987249200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331987263564
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987270820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331987345216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987346804
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987348021
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987348452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987348854
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987349186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987349542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1331987349981
