what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1331974477372
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974480693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974480869
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974480940
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974490859
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974497319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974498534
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974501716
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974505155
executed,command,,,"com.android.ide.eclipse.adt.junit.launchShortcut.run",1331974510194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974510218
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974512127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974519928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974523126
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1331974527292
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974534863
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974537610
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974542202
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974559091
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974559379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1331974568582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1331974573905
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974578440
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974581325
executed,command,,,"com.android.ide.eclipse.adt.junit.launchShortcut.run",1331974584750
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1331974588732
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974597032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974600644
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974619340
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974622966
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974626172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974627462
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1331974627499
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974637918
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974638198
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974638261
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974646021
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974651719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974651860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1331974654581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974657550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974658812
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1331974658839
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974662770
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974665986
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974668713
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974676249
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974677039
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974679203
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974682776
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1331974682799
error,log,,,"An internal error occurred during: ""Compute launch button tooltip"".",1331974690161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974690197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974691429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974694138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974698742
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1331974698761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974702472
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1331974705389
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1331974705421
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974705797
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1331974716561
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1331974743285
